artist,name,url,yt_links,Genre0,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
Odd Future,Oldie,https://www.last.fm/music/Odd+Future/_/Oldie,https://www.youtube.com/watch?v=fzi24Nssiow,,,,,,,,
Coldplay,A Sky Full of Stars,https://www.last.fm/music/Coldplay/_/A+Sky+Full+of+Stars,https://www.youtube.com/watch?v=VPRjCeoBqrI,pop,alternative rock,electronic,2014,alternative,rock,alternative rock,
Kanye West,FACTS (Charlie Heat version),https://www.last.fm/music/Kanye+West/_/FACTS+(Charlie+Heat+version),https://www.youtube.com/watch?v=yiwDWKg9AMA,rap,hip hop,kanye west,hardcore hip hop,trap,hip-hop,rap,hip hop
Mike Posner,Cooler Than Me - Single Mix,https://www.last.fm/music/Mike+Posner/_/Cooler+Than+Me+-+Single+Mix,https://www.youtube.com/watch?v=AoHaDrifdbU,rnb,hip-hop,pop,rap,electro hop,rnb,hip-hop,pop
Regina Spektor,Two Birds,https://www.last.fm/music/Regina+Spektor/_/Two+Birds,https://www.youtube.com/watch?v=0oGrwGCRImY,pop,alternative,piano,indie,indie folk,female vocalists,indie,piano
Cuco,Lover Is a Day,https://www.last.fm/music/Cuco/_/Lover+Is+a+Day,https://www.youtube.com/watch?v=9wiEM0s4aCQ,indie pop,indie,dream pop,bedroom pop,experimental,indie pop,dream pop,
Gwen Stefani,Luxurious,https://www.last.fm/music/Gwen+Stefani/_/Luxurious,https://www.youtube.com/watch?v=mXFXwenVJg4,pop,gwen stefani,female vocalists,rnb,pop,female vocalists,dance,
Lana Del Rey,Tulsa Jesus Freak,https://www.last.fm/music/Lana+Del+Rey/_/Tulsa+Jesus+Freak,https://www.youtube.com/watch?v=pLiCh9PXbwg,soft rock,rock,indie,folk,americana,indie,female vocalists,pop
Kid Cudi,Sad People,https://www.last.fm/music/Kid+Cudi/_/Sad+People,https://www.youtube.com/watch?v=7Wsin5LH5sM,neo-psychedelia,pop rap,this song is really good,trap,hip-hop,rap,hip hop,
The Velvet Underground,Femme Fatale,https://www.last.fm/music/The+Velvet+Underground/_/Femme+Fatale,https://www.youtube.com/watch?v=ggHPtzVSEeE,60s,rock,classic rock,psychedelic,alternative,rock,psychedelic,classic rock
Kanye West,Donda Chant,https://www.last.fm/music/Kanye+West/_/Donda+Chant,https://www.youtube.com/watch?v=6_Y6tThuw9I,spoken word,a cappella,kanye west,sound poetry,hip-hop,rap,hip hop,
aespa,ICONIC,https://www.last.fm/music/aespa/_/ICONIC,https://www.youtube.com/watch?v=gj-lvvYQdiU,k-pop,korean,kpop,labi loves aespa,k-pop,kpop,hyperpop,
Joel Corry,Head & Heart (feat. MNEK),https://www.last.fm/music/Joel+Corry/_/Head+&+Heart+(feat.+MNEK),https://www.youtube.com/watch?v=CRuOOxF-ENQ,deep house,dance pop,romantic lyrics,upbeat lyrics,house roots,house,electronic,dance
Bad Bunny,LA NOCHE DE ANOCHE,https://www.last.fm/music/Bad+Bunny/_/LA+NOCHE+DE+ANOCHE,https://www.youtube.com/watch?v=f5omY8jVrSM,reggaeton,latin,reggaeton,latin,trap,,,
Jimi Hendrix,Purple Haze,https://www.last.fm/music/Jimi+Hendrix/_/Purple+Haze,https://www.youtube.com/watch?v=fjwWjx7Cw8I,classic rock,rock,psychedelic,60s,guitar,classic rock,rock,blues
Bring Me the Horizon,Teardrops,https://www.last.fm/music/Bring+Me+the+Horizon/_/Teardrops,https://www.youtube.com/watch?v=L5uV3gmOH9g,nu metal,metalcore,deathcore,hardcore,,,,
Mariah Carey,O Holy Night,https://www.last.fm/music/Mariah+Carey/_/O+Holy+Night,https://www.youtube.com/watch?v=BEJmP8T07JU,christmas,rb,pop,rnb,female vocalists,,,
Fiona Apple,Paper Bag,https://www.last.fm/music/Fiona+Apple/_/Paper+Bag,https://www.youtube.com/watch?v=BK30r_SIZ-g,female vocalists,piano,alternative,singer-songwriter,fiona apple,female vocalists,singer-songwriter,alternative
BTS,21st Century Girl,https://www.last.fm/music/BTS/_/21st+Century+Girl,https://www.youtube.com/watch?v=z0J26eCipr8,bts,moombahton,dance,halloween,k-pop,bts,korean,
Rihanna,Stay,https://www.last.fm/music/Rihanna/_/Stay,https://www.youtube.com/watch?v=JF8BRvqGCNs,pop,rnb,rihanna,love,pop,rnb,dance,
Kate Bush,Running Up That Hill (A Deal With God),https://www.last.fm/music/Kate+Bush/_/Running+Up+That+Hill+(A+Deal+With+God),https://www.youtube.com/watch?v=wp43OdtAAkM,80s,female vocalists,pop,alternative,kate bush,female vocalists,singer-songwriter,alternative
Turnstile,HOLIDAY,https://www.last.fm/music/Turnstile/_/HOLIDAY,https://www.youtube.com/watch?v=sU1JXOB52ZI,hardcore,punk,punk rock,pop punk,hardcore punk,hardcore,hardcore punk,punk
Angèle,Démons,https://www.last.fm/music/Ang%C3%A8le/_/D%C3%A9mons,https://www.youtube.com/watch?v=5TqetBMBTww,pop,indie pop,belgium,french pop,pop,indie pop,belgium,
Sum 41,Fat Lip,https://www.last.fm/music/Sum+41/_/Fat+Lip,https://www.youtube.com/watch?v=CMX2lPum_pg,punk rock,punk,pop punk,rock,sum 41,punk rock,pop punk,punk
Frankie Valli,Can't Take My Eyes Off You,https://www.last.fm/music/Frankie+Valli/_/Can%27t+Take+My+Eyes+Off+You,https://www.youtube.com/watch?v=J36z7AnhvOM,oldies,romantic,easy listening,love,60s,classic rock,oldies,
Crumb,Locket,https://www.last.fm/music/Crumb/_/Locket,https://www.youtube.com/watch?v=BqnG_Ei35JE,indie,idm,psychedelic,indie pop,indie rock,indie,psychedelic,
Selena Gomez,Same Old Love,https://www.last.fm/music/Selena+Gomez/_/Same+Old+Love,https://www.youtube.com/watch?v=9h30Bx4Klxg,same old love,pop,boneriffic,female,pop,female vocalists,disney,
Kanye West,Mercy,https://www.last.fm/music/Kanye+West/_/Mercy,https://www.youtube.com/watch?v=7Dqgr0wNyPo,hip hop,2012,swag,hip-hop,hip-hop,rap,hip hop,
The Weeknd,In The Night,https://www.last.fm/music/The+Weeknd/_/In+The+Night,https://www.youtube.com/watch?v=2iFa5We6zqw,electronic,canadian,synthpop,pop,rnb,electronic,canadian,
Phoebe Bridgers,Killer,https://www.last.fm/music/Phoebe+Bridgers/_/Killer,https://www.youtube.com/watch?v=psZuC10Oa4E,singer-songwriter,alternative rock,spn,dean winchester,phoebe bridgers,singer-songwriter,folk,indie folk
Japanese Breakfast,Savage Good Boy,https://www.last.fm/music/Japanese+Breakfast/_/Savage+Good+Boy,https://www.youtube.com/watch?v=mcoC5ZgaFjY,indie rock,rock,dream pop,indie pop,indie,,,
Marie Madeleine,Swimming Pool,https://www.last.fm/music/Marie+Madeleine/_/Swimming+Pool,https://www.youtube.com/watch?v=_AUG1YEUuGw,autism,falling feeling swinging swimming singing sinking dying diving falling feeling swinging swimming,singing sinking dying diving loving leaving pulling pushing,electronic,indie,disco,,
Måneskin,MAMMAMIA,https://www.last.fm/music/M%C3%A5neskin/_/MAMMAMIA,https://www.youtube.com/watch?v=Ex037JX3-BI,rock,glam rock,this is awful,now this is real rock,rock,glam rock,italian,
JPEGMAFIA,Baby I'm Bleeding,https://www.last.fm/music/JPEGMAFIA/_/Baby+I%27m+Bleeding,https://www.youtube.com/watch?v=974TXFKtyls,experimental,hardcore,dark,spooky,experimental hip-hop,hip-hop,experimental,glitch hop
The Offspring,Self Esteem,https://www.last.fm/music/The+Offspring/_/Self+Esteem,https://www.youtube.com/watch?v=Abrn8aVQ76Q,punk rock,punk,rock,90s,alternative,punk rock,punk,rock
Bruno Mars,Marry You,https://www.last.fm/music/Bruno+Mars/_/Marry+You,https://www.youtube.com/watch?v=dElRVQFqj-k,pop,rnb,bruno mars,cute,pop,rnb,male vocalists,
LIL UZI VERT,Bean (Kobe) [feat. Chief Keef],https://www.last.fm/music/LIL+UZI+VERT/_/Bean+(Kobe)+%5Bfeat.+Chief+Keef%5D,https://www.youtube.com/watch?v=fRKTyGTDepY,lil uzi vert,chief keef,trap,hip-hop,rap,,,
Melanie Martinez,Cry Baby,https://www.last.fm/music/Melanie+Martinez/_/Cry+Baby,https://www.youtube.com/watch?v=O87lzhoexyA,pop,electropop,indie pop,alternative,dark pop,pop,indie,indie pop
The Beatles,Help! - Remastered 2009,https://www.last.fm/music/The+Beatles/_/Help%21+-+Remastered+2009,https://www.youtube.com/watch?v=MKUex3fci5c,rock,classic rock,testtag,crooners,chickentag,classic rock,rock,60s
Pink Sweat$,At My Worst,https://www.last.fm/music/Pink+Sweat$/_/At+My+Worst,https://www.youtube.com/watch?v=8CEJoCr_9UI,rnb,soul,rnb,soul,philadelphia,,,
lil tjay,Headshot (feat. Polo G & Fivio Foreign),https://www.last.fm/music/lil+tjay/_/Headshot+(feat.+Polo+G+&+Fivio+Foreign),https://www.youtube.com/watch?v=aT_nFiTkxy8,rap,hip-hop,hip-hop,rap,american,,,
The Doors,People Are Strange,https://www.last.fm/music/The+Doors/_/People+Are+Strange,https://www.youtube.com/watch?v=-NyC6mrutj0,classic rock,psychedelic rock,60s,rock,psychedelic,classic rock,psychedelic rock,rock
Agust D,28,https://www.last.fm/music/Agust+D/_/28,https://www.youtube.com/watch?v=GLG31v_T1Qo,i love this song,rap,hip-hop,korean,,,,
SKI MASK THE SLUMP GOD,Take A Step Back,https://www.last.fm/music/SKI+MASK+THE+SLUMP+GOD/_/Take+A+Step+Back,https://www.youtube.com/watch?v=2FsnVCLYcrM,hardcore,screamo,bass,xxxtentacion,ski mask the slump god,trap,hip-hop,rap
Gwen Stefani,Bubble Pop Electric,https://www.last.fm/music/Gwen+Stefani/_/Bubble+Pop+Electric,https://www.youtube.com/watch?v=xIF0Me8j0dg,pop,dance,female vocalists,gwen stefani,electronic,pop,female vocalists,dance
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,https://www.last.fm/music/The+Beatles/_/Norwegian+Wood+(This+Bird+Has+Flown)+-+Remastered+2009,https://www.youtube.com/watch?v=B_RQv7OMJFI,beatles,classic rock,old oak,cedar growth,classic rock,rock,60s,
Young the Giant,Cough Syrup,https://www.last.fm/music/Young+the+Giant/_/Cough+Syrup,https://www.youtube.com/watch?v=UAsTlnjvetI,indie rock,indie,alternative,young the giant,indie rock,indie,rock,
Yves Tumor,Kerosene!,https://www.last.fm/music/Yves+Tumor/_/Kerosene%21,https://www.youtube.com/watch?v=YnZLqtNXbAM,experimental,psychedelic rock,art rock,hypnagogic pop,ambient,experimental,hypnagogic pop,
Doja Cat,You Right - Extended,https://www.last.fm/music/Doja+Cat/_/You+Right+-+Extended,https://www.youtube.com/watch?v=eRRz29Q-RJc,pop,rnb,rap,hip-hop,female vocalists,pop,rnb,rap
Kanye West,Roses,https://www.last.fm/music/Kanye+West/_/Roses,https://www.youtube.com/watch?v=Qxlnb1lEdEs,hip-hop,kanye west,rap,hip hop,hip-hop,rap,hip hop,
Sohodolls,Bang Bang Bang Bang,https://www.last.fm/music/Sohodolls/_/Bang+Bang+Bang+Bang,https://www.youtube.com/watch?v=d4uA3t9AOUw,indie,electronic,dance,female vocalists,electronic,indie,british,
Japanese Breakfast,Slide Tackle,https://www.last.fm/music/Japanese+Breakfast/_/Slide+Tackle,https://www.youtube.com/watch?v=0-EMiEpXLJg,2021,dream pop,indie pop,synthpop,dream pop,indie pop,indie,
Ariana Grande,love language,https://www.last.fm/music/Ariana+Grande/_/love+language,https://www.youtube.com/watch?v=MY8K95oaexQ,pop,rnb,2020,pop,rnb,female vocalists,,
Mumford & Sons,Little Lion Man,https://www.last.fm/music/Mumford+&+Sons/_/Little+Lion+Man,https://www.youtube.com/watch?v=lLJf9qJHR3E,folk,indie folk,indie,british,folk,indie,british,
Pink Floyd,"Another Brick in the Wall, Pt. 2","https://www.last.fm/music/Pink+Floyd/_/Another+Brick+in+the+Wall,+Pt.+2",https://www.youtube.com/watch?v=HrxX9TBj2zY,classic rock,progressive rock,rock,psychedelic rock,pink floyd,progressive rock,psychedelic rock,classic rock
The Marías,Only in My Dreams,https://www.last.fm/music/The+Mar%C3%ADas/_/Only+in+My+Dreams,https://www.youtube.com/watch?v=qrqywuDWz_Q,indie pop,dream pop,indie,psychedelic,indie pop,indie,bedroom pop,
Mitski,Old Friend,https://www.last.fm/music/Mitski/_/Old+Friend,https://www.youtube.com/watch?v=Bs3nMPeglk4,2018,rock,indie rock,female vocalist,indie rock,indie,indie pop,
Queens of the Stone Age,Go With the Flow,https://www.last.fm/music/Queens+of+the+Stone+Age/_/Go+With+the+Flow,https://www.youtube.com/watch?v=DcHKOC64KnE,rock,stoner rock,alternative rock,hard rock,alternative,stoner rock,alternative rock,rock
Jay-Z,Numb / Encore,https://www.last.fm/music/Jay-Z/_/Numb+%2F+Encore,https://www.youtube.com/watch?v=nxrcV5edwaM,linkin park,rock,rap,hip hop,hip-hop,rap,hip hop,
Girl In Red,midnight love,https://www.last.fm/music/Girl+In+Red/_/midnight+love,https://www.youtube.com/watch?v=9256X67IQdQ,dream pop,indie pop,art pop,indie,dream pop,lo-fi,,
The Notorious B.I.G.,Juicy - 2005 Remaster,https://www.last.fm/music/The+Notorious+B.I.G./_/Juicy+-+2005+Remaster,https://www.youtube.com/watch?v=_JZom_gVfuw,rnb,g-funk,pop rap,boom bap,east coast hip hop,hip-hop,rap,gangsta rap
Drake,Take Care,https://www.last.fm/music/Drake/_/Take+Care,https://www.youtube.com/watch?v=-zzP29emgpg,pop,rnb,drake,rihanna,hip-hop,rap,rnb,
Kanye West,I'm in It,https://www.last.fm/music/Kanye+West/_/I%27m+in+It,https://www.youtube.com/watch?v=_jZuz3NEr18,rap,hip hop,hip-hop,10s,hip-hop,rap,hip hop,
Baby Keem,hooligan,https://www.last.fm/music/Baby+Keem/_/hooligan,https://www.youtube.com/watch?v=dyzvgjmjxXs,baby keem,rap,hip-hop,trap,,,,
50 Cent,Candy Shop,https://www.last.fm/music/50+Cent/_/Candy+Shop,https://www.youtube.com/watch?v=SRcnnId15BA,rap,50 cent,hip-hop,hip hop,gangsta rap,rap,hip-hop,gangsta rap
Jhené Aiko,Sativa,https://www.last.fm/music/Jhen%C3%A9+Aiko/_/Sativa,https://www.youtube.com/watch?v=5x-d3pabd5o,rae sremmurd,swae lee,rnb,soul,pop,,,
Denzel Curry,RICKY,https://www.last.fm/music/Denzel+Curry/_/RICKY,https://www.youtube.com/watch?v=3WHm6tfvKlk,hip-hop,rap,denzel curry,2010s rap,21st century in music,hip-hop,rap,hip hop
Trippie Redd,Rich MF (feat. Polo G & Lil Durk),https://www.last.fm/music/Trippie+Redd/_/Rich+MF+(feat.+Polo+G+&+Lil+Durk),https://www.youtube.com/watch?v=NIuh_fn0cvE,piano,pop rap,trap rap,chicago rap,hip-hop,trap,rap,
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),https://www.last.fm/music/Post+Malone/_/Take+What+You+Want+(feat.+Ozzy+Osbourne+&+Travis+Scott),https://www.youtube.com/watch?v=LYa_ReqRlcs,trap,rock,2019,2010s,post malone,hip-hop,rap,trap
Troye Sivan,Dance to This (feat. Ariana Grande),https://www.last.fm/music/Troye+Sivan/_/Dance+to+This+(feat.+Ariana+Grande),https://www.youtube.com/watch?v=bhxhNIQBKJI,pop,synthpop,ariana grande,pop,indie pop,indie,,
Madvillain,Figaro,https://www.last.fm/music/Madvillain/_/Figaro,https://www.youtube.com/watch?v=A7_0vcjN-4c,hip-hop,hip hop,rap,madvillain,hip-hop,underground hip-hop,hip hop,
Joshua Bassett,Set Me Free,https://www.last.fm/music/Joshua+Bassett/_/Set+Me+Free,https://www.youtube.com/watch?v=YdbWXF0nZ8g,sad,pop,disney,sad,,,,
Pink Floyd,Breathe (In The Air),https://www.last.fm/music/Pink+Floyd/_/Breathe+(In+The+Air),https://www.youtube.com/watch?v=Vddl9TK5RqU,psychedelic rock,rock,pink floyd,progressive rock,progressive rock,psychedelic rock,classic rock,
Fireboy Dml,Peru,https://www.last.fm/music/Fireboy+Dml/_/Peru,https://www.youtube.com/watch?v=GP_LpUoNx-I,nigeria,afrobeats,rap,afrobeats,nigeria,rap,,
Rammstein,Deutschland,https://www.last.fm/music/Rammstein/_/Deutschland,https://www.youtube.com/watch?v=NeQM1c-XCDc,industrial metal,german,industrial metal,metal,industrial,,,
Weyes Blood,A Lot's Gonna Change,https://www.last.fm/music/Weyes+Blood/_/A+Lot%27s+Gonna+Change,https://www.youtube.com/watch?v=7OrVUk61wHE,chamber pop,indie,baroque pop,indie pop,folk,psychedelic,art pop,
Arctic Monkeys,Old Yellow Bricks,https://www.last.fm/music/Arctic+Monkeys/_/Old+Yellow+Bricks,https://www.youtube.com/watch?v=xLaeOrDmWQ4,indie rock,indie,british,rock,alternative,indie rock,indie,british
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",https://www.last.fm/music/Maroon+5/_/Moves+Like+Jagger+-+Studio+Recording+From+%22The+Voice%22+Performance,https://www.youtube.com/watch?v=98UHxnYZB98,pop rock,rock,pop,alternative,alternative rock,pop,pop rock,rock
Melanie Martinez,"Tag, You're It","https://www.last.fm/music/Melanie+Martinez/_/Tag,+You%27re+It",https://www.youtube.com/watch?v=RLYlMq6MU2s,indie,indie pop,love at first listen,pop,alternative,pop,indie,indie pop
Justin Bieber,What Do You Mean?,https://www.last.fm/music/Justin+Bieber/_/What+Do+You+Mean%3F,https://www.youtube.com/watch?v=DK_0jXPuIr0,pop,2015,pop,rnb,justin bieber,,,
Jennifer Lopez,On the Floor,https://www.last.fm/music/Jennifer+Lopez/_/On+the+Floor,https://www.youtube.com/watch?v=t4H_Zoh7G5A,pop,rnb,latin,female vocalists,dance,pop,rnb,latin
Ed Sheeran,The A Team,https://www.last.fm/music/Ed+Sheeran/_/The+A+Team,https://www.youtube.com/watch?v=UAWcs5H-qgQ,acoustic,british,pop,sad,acoustic,british,singer-songwriter,
Jeremy Zucker,you were good to me,https://www.last.fm/music/Jeremy+Zucker/_/you+were+good+to+me,https://www.youtube.com/watch?v=06k5XN78OP0,indie,pop,indie pop,yearning,aching,indie,pop,american
Marina,Teen Idle,https://www.last.fm/music/Marina/_/Teen+Idle,https://www.youtube.com/watch?v=ifa2g8HPZOY,synthpop,downtempo,art pop,indie,pop,female vocalists,indie pop,
The Weeknd,Sidewalks,https://www.last.fm/music/The+Weeknd/_/Sidewalks,https://www.youtube.com/watch?v=DWi73D1vZTc,rnb,hip-hop,sam smith,kendrick lamar,rnb,electronic,canadian,
BTS,Butter - Megan Thee Stallion Remix,https://www.last.fm/music/BTS/_/Butter+-+Megan+Thee+Stallion+Remix,https://www.youtube.com/watch?v=ymaIzkXY8nQ,k-pop,bts,korean,kpop,pop,k-pop,bts,korean
LIL PEEP,Benz Truck (гелик),https://www.last.fm/music/LIL+PEEP/_/Benz+Truck+(%D0%B3%D0%B5%D0%BB%D0%B8%D0%BA),https://www.youtube.com/watch?v=3rkJ3L5Ce80,hip-hop,rap,post-nerdcore,cloud rap,emo rap,hip-hop,,
J. Cole,G.O.M.D.,https://www.last.fm/music/J.+Cole/_/G.O.M.D.,https://www.youtube.com/watch?v=vHU6ZRQJ50Q,hip-hop,american,fire,baby,hip-hop,rap,hip hop,
Magdalena Bay,You Lose!,https://www.last.fm/music/Magdalena+Bay/_/You+Lose%21,https://www.youtube.com/watch?v=FQPXX_eZZAk,noise pop,shoegaze,soty idgaf,pop rock,synthpop,electropop,indie pop,
Tame Impala,Nangs,https://www.last.fm/music/Tame+Impala/_/Nangs,https://www.youtube.com/watch?v=Ao_Pjo-xf1M,psychedelic,electronic,psychedelic rock,psychedelic,indie rock,,,
My Chemical Romance,The Sharpest Lives,https://www.last.fm/music/My+Chemical+Romance/_/The+Sharpest+Lives,https://www.youtube.com/watch?v=73Y_x30uKQg,alternative rock,rock,alternative,my chemical romance,emo,rock,alternative,punk rock
Lauv,i'm so tired...,https://www.last.fm/music/Lauv/_/i%27m+so+tired...,https://www.youtube.com/watch?v=boUl0jPZMdg,pop,hairy chest,i love my friends,monkd,pop,indie pop,indie,
BTS,Intro: Boy Meets Evil,https://www.last.fm/music/BTS/_/Intro:+Boy+Meets+Evil,https://www.youtube.com/watch?v=iJJSh-eEdRk,k-pop,bts,j-hope,k-pop,bts,korean,,
Lorde,400 Lux,https://www.last.fm/music/Lorde/_/400+Lux,https://www.youtube.com/watch?v=c9eyDHZyFnY,minimal pop,electronic,indietronica,pop,art pop,pop,indie pop,electronic
Arctic Monkeys,Do Me a Favour,https://www.last.fm/music/Arctic+Monkeys/_/Do+Me+a+Favour,https://www.youtube.com/watch?v=L9pKQUx3w1c,indie rock,indie,british,rock,alternative,indie rock,indie,british
Hozier,Someone New,https://www.last.fm/music/Hozier/_/Someone+New,https://www.youtube.com/watch?v=bPJSsAr2iu0,soul,indie,alternative,alternative rock,irish,blues,indie,soul
Sarah Cothran,As the World Caves In,https://www.last.fm/music/Sarah+Cothran/_/As+the+World+Caves+In,https://www.youtube.com/watch?v=SqDjQPoJxiw,pop,usa,american,us,tiktok,pop,usa,american
YoungBoy Never Broke Again,Make No Sense,https://www.last.fm/music/YoungBoy+Never+Broke+Again/_/Make+No+Sense,https://www.youtube.com/watch?v=SjVqZ6c35S0,youngboy never broke again,rap,louisiana,hip hop,,,,
Big Sean,Beware,https://www.last.fm/music/Big+Sean/_/Beware,https://www.youtube.com/watch?v=L-rQZ6IGhCM,hip-hop,lil wayne,jhene aiko,hipster rap,hip-hop,rap,hip hop,
Creedence Clearwater Revival,Bad Moon Rising,https://www.last.fm/music/Creedence+Clearwater+Revival/_/Bad+Moon+Rising,https://www.youtube.com/watch?v=zUQiUFZ5RDw,classic rock,60s,southern rock,rock,classic rock,rock,southern rock,
NCT 127,STICKER,https://www.last.fm/music/NCT+127/_/STICKER,https://www.youtube.com/watch?v=1oYWnbTSang,k-pop,sexy,kpop,soty,sm what the hell were you thinking,k-pop,kpop,korean
beabadoobee,Tired,https://www.last.fm/music/beabadoobee/_/Tired,https://www.youtube.com/watch?v=OVaN7jXQss4,indie pop,2018,dream pop,lo-fi,bedroom pop,indie pop,dream pop,bedroom pop
Lil Tecca,REPEAT IT (with Gunna),https://www.last.fm/music/Lil+Tecca/_/REPEAT+IT+(with+Gunna),https://www.youtube.com/watch?v=5g4M_jwPHjg,hip-hop,rap,trap,hip-hop,rap,trap,,
Tate McRae,feel like shit,https://www.last.fm/music/Tate+McRae/_/feel+like+shit,https://www.youtube.com/watch?v=tzz0LPYIfs8,pop,canadian,pop,canadian,electropop,,,
Bedroom,In My Head,https://www.last.fm/music/Bedroom/_/In+My+Head,https://www.youtube.com/watch?v=l7GciTxOcwU,indie,folk,chillwave,lo-fi,,,,
Conan Gray,Comfort Crowd,https://www.last.fm/music/Conan+Gray/_/Comfort+Crowd,https://www.youtube.com/watch?v=eBHHGXT9bRs,indie pop,indie,pop,indie,pop,indie pop,,
Imagine Dragons,Wrecked,https://www.last.fm/music/Imagine+Dragons/_/Wrecked,https://www.youtube.com/watch?v=Y2NkuFIlLEo,alternative,rock,2021,pop,indie,indie rock,alternative,
Post Malone,Hollywood's Bleeding,https://www.last.fm/music/Post+Malone/_/Hollywood%27s+Bleeding,https://www.youtube.com/watch?v=w5GrxfjuTTI,2019,2010s,post malone,pop,hip-hop,rap,trap,
Mac Miller,Wings,https://www.last.fm/music/Mac+Miller/_/Wings,https://www.youtube.com/watch?v=_O1qD95xnao,rnb,mellow,rap,hip hop,hip-hop,rap,hip hop,
Drake,In My Feelings,https://www.last.fm/music/Drake/_/In+My+Feelings,https://www.youtube.com/watch?v=DRS_PpOrUZ4,rap,canadian,hip-hop,hip hop,hip-hop,rap,rnb,
Post Malone,Go Flex,https://www.last.fm/music/Post+Malone/_/Go+Flex,https://www.youtube.com/watch?v=tQjsAJhsSw8,hip-hop,rap,trap,rhytm and blues,hip-hop,rap,trap,
The Weeknd,Acquainted,https://www.last.fm/music/The+Weeknd/_/Acquainted,https://www.youtube.com/watch?v=1mOGF169Eno,rnb,canadian,r&b,bass,rnb,electronic,canadian,
Bing Crosby,I'll Be Home For Christmas - Single Version,https://www.last.fm/music/Bing+Crosby/_/I%27ll+Be+Home+For+Christmas+-+Single+Version,None,jazz,swing,oldies,christmas,crooners,christmas,jazz,swing
Brave Girls,Rollin',https://www.last.fm/music/Brave+Girls/_/Rollin%27,https://www.youtube.com/watch?v=3cZrxpK2EAQ,k-pop,kpop,korean,summer,k-pop,korean,pop,
Ozzy Osbourne,Crazy Train,https://www.last.fm/music/Ozzy+Osbourne/_/Crazy+Train,https://www.youtube.com/watch?v=tMDFv5m18Pw,heavy metal,hard rock,metal,classic rock,rock,heavy metal,hard rock,metal
The Cardigans,Lovefool,https://www.last.fm/music/The+Cardigans/_/Lovefool,https://www.youtube.com/watch?v=NI6aOFI7hms,pop,90s,female vocalists,rock,pop,rock,female vocalists,
xxxtentacion,RIOT,https://www.last.fm/music/xxxtentacion/_/RIOT,https://www.youtube.com/watch?v=8qmsG43X1gM,hip-hop,rap,emo,sad,xxxtentacion,hip-hop,rap,cloud rap
Khalid,Present,https://www.last.fm/music/Khalid/_/Present,https://www.youtube.com/watch?v=jSDPcdVK0qU,rnb,soul,hip-hop,trap,rnb,soul,pop,
BLACKPINK,Forever Young,https://www.last.fm/music/BLACKPINK/_/Forever+Young,https://www.youtube.com/watch?v=89kTb73csYg,k-pop,pop,kpop,blackpink is the revolution,k-pop,kpop,pop,
Twenty One Pilots,Car Radio,https://www.last.fm/music/Twenty+One+Pilots/_/Car+Radio,https://www.youtube.com/watch?v=92XVwY54h5k,indie pop,indie,indie rock,alternative,alternative,electronic,indie,
Guns N' Roses,November Rain,https://www.last.fm/music/Guns+N%27+Roses/_/November+Rain,https://www.youtube.com/watch?v=8SbUC-UaAxE,rock,hard rock,classic rock,guns n roses,90s,hard rock,rock,classic rock
Ariana Grande,test drive,https://www.last.fm/music/Ariana+Grande/_/test+drive,https://www.youtube.com/watch?v=1zNYZd94ui8,rnb,pop,female vocalists, hip-hop,pop,rnb,female vocalists,
DJ Khaled,POPSTAR (feat. Drake),https://www.last.fm/music/DJ+Khaled/_/POPSTAR+(feat.+Drake),https://www.youtube.com/watch?v=3CxtK7-XtE0,hip-hop,explicit lyrics,urban,trap,hip-hop,rap,hip hop,
Rihanna,Sex With Me,https://www.last.fm/music/Rihanna/_/Sex+With+Me,https://www.youtube.com/watch?v=k4X9bXkKUJE,rnb,hip-hop,r&b,hip hop,pop,rnb,dance,
Corpse,HOT DEMON B!TCHES NEAR U ! ! !,https://www.last.fm/music/Corpse/_/HOT+DEMON+B%21TCHES+NEAR+U+%21+%21+%21,https://www.youtube.com/watch?v=wqZnO71PBis,death metal,old school death metal,grindcore,death metal,old school death metal,grindcore,,
Ariana Grande,Better Off,https://www.last.fm/music/Ariana+Grande/_/Better+Off,https://www.youtube.com/watch?v=-mNEr0OGusU,rnb,chill,love at first listen,pop,rnb,female vocalists,,
Andy Williams,The First Noël,https://www.last.fm/music/Andy+Williams/_/The+First+No%C3%ABl,None,christmas,classic christmas,weihnachten,oldies,60s,pop,,
The Smashing Pumpkins,Today - 2011 Remaster,https://www.last.fm/music/The+Smashing+Pumpkins/_/Today+-+2011+Remaster,https://www.youtube.com/watch?v=xmUZ6nCFNoU,alternative rock,grunge,alternative,rock,90s,alternative rock,rock,grunge
The Strokes,Bad Decisions,https://www.last.fm/music/The+Strokes/_/Bad+Decisions,https://www.youtube.com/watch?v=5fbZTnZDvPA,2020,indie rock,indie rock,indie,rock,,,
Pearl Jam,Black,https://www.last.fm/music/Pearl+Jam/_/Black,https://www.youtube.com/watch?v=IpwHB2U3J1s,grunge,90s,rock,alternative rock,pearl jam,grunge,rock,alternative rock
