artist,name,url,yt_links,Genre0,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
Conan Gray,Heather,https://www.last.fm/music/Conan+Gray/_/Heather,https://www.youtube.com/watch?v=24u3NoPvgMw,pop,indie,sad,indie pop,indie,pop,indie pop,
Måneskin,Beggin',https://www.last.fm/music/M%C3%A5neskin/_/Beggin%27,https://www.youtube.com/watch?v=L0PBcnAaYwA,rock,alternative,rock,glam rock,italian,,,
Juice WRLD,wandered to la (with justin bieber),https://www.last.fm/music/Juice+WRLD/_/wandered+to+la+(with+justin+bieber),https://www.youtube.com/watch?v=ioxhcuNSxZk,justin bieber,juice wrld,trap,pop,hip-hop,rap,emo rap,
"Tyler, the Creator",LUMBERJACK,"https://www.last.fm/music/Tyler,+the+Creator/_/LUMBERJACK",https://www.youtube.com/watch?v=R4Y7JIQlv20,west coast hip hop,hardcore hip hop,boom bap,hip hop,hip-hop,rap,ofwgkta,
Taylor Swift,I Knew You Were Trouble (Taylor's Version),https://www.last.fm/music/Taylor+Swift/_/I+Knew+You+Were+Trouble+(Taylor%27s+Version),https://www.youtube.com/watch?v=TqAollrUJdA,pop,electropop,melodic dubstep,dance-pop,pop,country,female vocalists,
"Tyler, the Creator","GONE, GONE / THANK YOU","https://www.last.fm/music/Tyler,+the+Creator/_/GONE,+GONE+%2F+THANK+YOU",https://www.youtube.com/watch?v=pVInBRkoKgY,rap,alternative,neo-soul,psychedelic pop,psychedelic soul,hip-hop,rap,ofwgkta
Ariana Grande,7 rings,https://www.last.fm/music/Ariana+Grande/_/7+rings,https://www.youtube.com/watch?v=QYh6mYIJG2Y,trap,pop,rap,rnb,pop,rnb,female vocalists,
Mitski,Nobody,https://www.last.fm/music/Mitski/_/Nobody,https://www.youtube.com/watch?v=qooWnw5rEcI,indie pop,art pop,new wave,alternative dance,2018,indie rock,indie,indie pop
Kanye West,Ghost Town,https://www.last.fm/music/Kanye+West/_/Ghost+Town,https://www.youtube.com/watch?v=5S6az6odzPI,rap,hip-hop,yeezy,beautiful,hip-hop,rap,hip hop,
The Strokes,The Adults Are Talking,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking,https://www.youtube.com/watch?v=o4qsjmLxhow,indie rock,rock,love at first listen,the strokes,indie rock,indie,rock,
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),https://www.last.fm/music/Perry+Como/_/It%27s+Beginning+to+Look+a+Lot+Like+Christmas+(with+Mitchell+Ayres+&+His+Orchestra),https://www.youtube.com/watch?v=KmddeUJJEuU,christmas,jazz,oldies,50s,,,,
Darlene Love,Christmas (Baby Please Come Home),https://www.last.fm/music/Darlene+Love/_/Christmas+(Baby+Please+Come+Home),https://www.youtube.com/watch?v=ewllzYfvrTk,christmas,60s,female vocalists,phil spector,soul,pop,christmas,
"Tyler, the Creator",Are We Still Friends?,"https://www.last.fm/music/Tyler,+the+Creator/_/Are+We+Still+Friends%3F",https://www.youtube.com/watch?v=Gb76TgCUqAY,soul,alternative,funk,west coast,neo soul,hip-hop,rap,ofwgkta
BTS,Dynamite,https://www.last.fm/music/BTS/_/Dynamite,https://www.youtube.com/watch?v=gdZLi9oWNZg,pop,bts,disco,kpop,dynamite,k-pop,bts,korean
Clairo,Sofia,https://www.last.fm/music/Clairo/_/Sofia,https://www.youtube.com/watch?v=L9l8zCOwEII,pop,indie,indie pop,alternative pop,bedroom pop,bedroom pop,dream pop,indie pop
Britney Spears,Toxic,https://www.last.fm/music/Britney+Spears/_/Toxic,https://www.youtube.com/watch?v=LOZuxwVk7TU,pop,dance,britney spears,female vocalists,sexy,pop,dance,britney spears
Kendrick Lamar,HUMBLE.,https://www.last.fm/music/Kendrick+Lamar/_/HUMBLE.,https://www.youtube.com/watch?v=tvTRZJ-4EyI,rap,hip-hop,trap,hip-hop,rap,hip hop,,
Chris Rea,Driving Home for Christmas,https://www.last.fm/music/Chris+Rea/_/Driving+Home+for+Christmas,https://www.youtube.com/watch?v=uSjq7x67kzM,christmas,xmas,christmas songs,chris rea,rock,blues,classic rock,
The Jackson 5,Santa Claus Is Coming To Town,https://www.last.fm/music/The+Jackson+5/_/Santa+Claus+Is+Coming+To+Town,https://www.youtube.com/watch?v=61uYA6qveOY,christmas,motown,xmas,pop,soul,motown,pop,
Playboi Carti,Vamp Anthem,https://www.last.fm/music/Playboi+Carti/_/Vamp+Anthem,https://www.youtube.com/watch?v=2a-AK_39xg8,neoclassical,organ,christmas,christian,neoclassical darkwave,trap,hip-hop,cloud rap
Coldplay,Yellow,https://www.last.fm/music/Coldplay/_/Yellow,https://www.youtube.com/watch?v=yKNxeF4KMsY,rock,alternative,coldplay,alternative rock,britpop,alternative,rock,alternative rock
Jay-Z,Ni**as In Paris,https://www.last.fm/music/Jay-Z/_/Ni%2A%2Aas+In+Paris,https://www.youtube.com/watch?v=gG_dA32oH44,rap,hip hop,hip-hop,perfect,the best song in the world,hip-hop,rap,hip hop
Fleetwood Mac,Dreams - 2004 Remaster,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster,https://www.youtube.com/watch?v=Y3ywicffOj4,classic rock,rock,blues,jazz,mistagged,classic rock,rock,70s
The Weeknd,The Hills,https://www.last.fm/music/The+Weeknd/_/The+Hills,https://www.youtube.com/watch?v=yzTuBuRdAyA,rnb,electronic,r&b,love at first listen,dark,rnb,electronic,canadian
Frank Ocean,self control,https://www.last.fm/music/Frank+Ocean/_/self+control,https://www.youtube.com/watch?v=BME88lS6aVY,rnb,soul,rnb,soul,hip-hop,,,
Willow,t r a n s p a r e n t s o u l feat. Travis Barker,https://www.last.fm/music/Willow/_/t+r+a+n+s+p+a+r+e+n+t+s+o+u+l+feat.+Travis+Barker,https://www.youtube.com/watch?v=eG9KzyVO638,rock,alternative rock,emo-pop,pop punk,post-punk revival,rnb,pop,post-rock
Trippie Redd,Miss the Rage (feat. Playboi Carti),https://www.last.fm/music/Trippie+Redd/_/Miss+the+Rage+(feat.+Playboi+Carti),https://www.youtube.com/watch?v=2ow-9oyca40,rock,experimental hip hop,emo rap,rage,cloud rap,hip-hop,trap,rap
Willow,Wait a Minute!,https://www.last.fm/music/Willow/_/Wait+a+Minute%21,https://www.youtube.com/watch?v=h4OAXvDRZTY,alternative,rnb,love at first listen,rnb,pop,post-rock,,
Ed Sheeran,SHIvers,https://www.last.fm/music/Ed+Sheeran/_/SHIvers,https://www.youtube.com/watch?v=Il0S8BoucSA,pop,awesome,2021,2020s,acoustic,british,singer-songwriter,
pinkpantheress,Pain,https://www.last.fm/music/pinkpantheress/_/Pain,https://www.youtube.com/watch?v=REzdbqfiN9o,drum and bass,indie,dnb,drum n bass,uk garage,drum and bass,rnb,uk garage
Frank Ocean,In My Room,https://www.last.fm/music/Frank+Ocean/_/In+My+Room,https://www.youtube.com/watch?v=Co0tTeuUVhU,hip hop,kanye west,hip-hop,rap,rnb,hip-hop,rap,hip hop
pinkpantheress,Pain,https://www.last.fm/music/pinkpantheress/_/Pain,https://www.youtube.com/watch?v=PtvlmOsNV4E,rnb,soul,trap,hip hop,rnb,soul,hip-hop,
Mitski,First Love / Late Spring,https://www.last.fm/music/Mitski/_/First+Love+%2F+Late+Spring,https://www.youtube.com/watch?v=PsO6ZnUZI0g,hip-hop,kanye west,rap,dance,hip hop,hip-hop,rap,hip hop
Willow,t r a n s p a r e n t s o u l feat. Travis Barker,https://www.last.fm/music/Willow/_/t+r+a+n+s+p+a+r+e+n+t+s+o+u+l+feat.+Travis+Barker,https://www.youtube.com/watch?v=sk3rpYkiHe8,hip hop,kanye west,rap,2010,hip-hop,rap,hip hop,
Elvis Presley,Blue Christmas,https://www.last.fm/music/Elvis+Presley/_/Blue+Christmas,https://www.youtube.com/watch?v=QipqXel5G4g,christmas,xmas,christmas songs,rock n roll,classic rock,oldies,,
Kanye West,Devil In A New Dress,https://www.last.fm/music/Kanye+West/_/Devil+In+A+New+Dress,https://www.youtube.com/watch?v=LOZuxwVk7TU,pop,dance,britney spears,female vocalists,sexy,pop,dance,britney spears
Shakin' Stevens,Merry Christmas Everyone,https://www.last.fm/music/Shakin%27+Stevens/_/Merry+Christmas+Everyone,https://www.youtube.com/watch?v=z15wKo0r-74,hip-hop,rap,kanye west,hip hop,rnb,hip-hop,rap,hip hop
Taylor Swift,22 (Taylor's Version),https://www.last.fm/music/Taylor+Swift/_/22+(Taylor%27s+Version),https://www.youtube.com/watch?v=ic8j13piAhQ,pop,electropop,synthpop,industrial pop,pop,country,female vocalists,
Kanye West,I Wonder,https://www.last.fm/music/Kanye+West/_/I+Wonder,https://www.youtube.com/watch?v=vFyQAcNywWA,hardcore hip hop,pop rap,alternative hip hop,west coast hip hop,lil uzi vert,hip-hop,rap,ofwgkta
Taylor Swift,Cruel Summer,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,https://www.youtube.com/watch?v=Il0S8BoucSA,pop,awesome,2021,2020s,acoustic,british,singer-songwriter,
"Tyler, the Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"https://www.last.fm/music/Tyler,+the+Creator/_/JUGGERNAUT+(feat.+Lil+Uzi+Vert+&+Pharrell+Williams)",https://www.youtube.com/watch?v=IviYsgJXG5k,kanye west,hip-hop,experimental hip hop,pop rock,hip-hop,rap,hip hop,
Ariana Grande,34+35,https://www.last.fm/music/Ariana+Grande/_/34%252B35,https://www.youtube.com/watch?v=B6_iQvaIjXw,rnb,sex,trap pop,2020,2020s,pop,rnb,female vocalists
J. Cole,No Role Modelz,https://www.last.fm/music/J.+Cole/_/No+Role+Modelz,https://www.youtube.com/watch?v=ue5oHmUGiMM,hip hop,rap,hip-hop,2014,j cole,hip-hop,rap,hip hop
LIL UZI VERT,XO TOUR Llif3,https://www.last.fm/music/LIL+UZI+VERT/_/XO+TOUR+Llif3,https://www.youtube.com/watch?v=WrsFXgQk5UI,emo rap,trap,emo,sad,trap,hip-hop,rap,
Kanye West,Jail,https://www.last.fm/music/Kanye+West/_/Jail,https://www.youtube.com/watch?v=VF-r5TtlT9w,pop,2010s,2019,rock,rock,pop,alternative,
Harry Styles,Adore You,https://www.last.fm/music/Harry+Styles/_/Adore+You,https://www.youtube.com/watch?v=-mrC5tRkxrY,pop,pop rock,pop,country,female vocalists,,,
The Weeknd,Starboy,https://www.last.fm/music/The+Weeknd/_/Starboy,https://www.youtube.com/watch?v=Tw0zYd0eIlk,indie rock,folk,singer-songwriter,indie,singer-songwriter,folk,indie folk,
Taylor Swift,thE 1,https://www.last.fm/music/Taylor+Swift/_/thE+1,https://www.youtube.com/watch?v=KsZ6tROaVOQ,folk,indie,indie pop,alternative,pop,country,female vocalists,
Doja Cat,Say So,https://www.last.fm/music/Doja+Cat/_/Say+So,https://www.youtube.com/watch?v=pok8H_KF1FA,pop,disco,rap,pop,rnb,rap,,
LIL UZI VERT,20 Min,https://www.last.fm/music/LIL+UZI+VERT/_/20+Min,https://www.youtube.com/watch?v=bnFa4Mq5PAM,trap,rap,hip-hop,hip hop,trap,hip-hop,rap,
"Tyler, the Creator",Sweet / I Thought You Wanted to Dance (feat. Brent Faiyaz & Fana Hues),"https://www.last.fm/music/Tyler,+the+Creator/_/Sweet+%2F+I+Thought+You+Wanted+to+Dance+(feat.+Brent+Faiyaz+&+Fana+Hues)",https://www.youtube.com/watch?v=9boiT64sm0Q,pop,dance-pop,taylor swift,re-recording,pop,country,female vocalists,
TV Girl,Lovers Rock,https://www.last.fm/music/TV+Girl/_/Lovers+Rock,https://www.youtube.com/watch?v=Pz-f9mM3Ms8,singer-songwriter,folk,indie pop,alternative pop,chamber pop,pop,country,female vocalists
Taylor Swift,State of Grace (Taylor's Version),https://www.last.fm/music/Taylor+Swift/_/State+of+Grace+(Taylor%27s+Version),https://www.youtube.com/watch?v=XWcA3LLC8Zk,2014,indie pop,sampling,personal favourites,lo-fi,indie,indie pop,
Phoebe Bridgers,Kyoto,https://www.last.fm/music/Phoebe+Bridgers/_/Kyoto,https://www.youtube.com/watch?v=34Na4j8AVgA,rnb,pop,electronic,2010s,rnb,electronic,canadian,
Playboi Carti,Stop Breathing,https://www.last.fm/music/Playboi+Carti/_/Stop+Breathing,https://www.youtube.com/watch?v=ZKjIHQxG_3Q,dub,rnb,bossa nova,neo-soul,west coast hip hop,hip-hop,rap,ofwgkta
Taylor Swift,gold rush,https://www.last.fm/music/Taylor+Swift/_/gold+rush,https://www.youtube.com/watch?v=opeETnB8m8w,alternative rock,rock,indie rock,indie,indie rock,alternative,rock,
Cage the Elephant,Cigarette Daydreams,https://www.last.fm/music/Cage+the+Elephant/_/Cigarette+Daydreams,https://www.youtube.com/watch?v=JRK_in-dkRY,rock,experimental hip hop,trap,hip-hop,trap,hip-hop,cloud rap,
Taylor Swift,Lover,https://www.last.fm/music/Taylor+Swift/_/Lover,https://www.youtube.com/watch?v=BtvJaNeELic,pop,sad,singer-songwriter,pop,indie pop,electronic,,
Kanye West,Runaway,https://www.last.fm/music/Kanye+West/_/Runaway,https://www.youtube.com/watch?v=-BjZmE2gtdo,pop,country,country pop,ballad,pop,country,female vocalists,
Lorde,Liability,https://www.last.fm/music/Lorde/_/Liability,https://www.youtube.com/watch?v=VhEoCOWUtcU,hip-hop,hip hop,rap,epic,kanye west,hip-hop,rap,hip hop
Playboi Carti,Location,https://www.last.fm/music/Playboi+Carti/_/Location,https://www.youtube.com/watch?v=B25PAgrFQ-k,synthpop,pop,electronic,indietronica,art pop,pop,indie pop,electronic
Paramore,Misery Business,https://www.last.fm/music/Paramore/_/Misery+Business,https://www.youtube.com/watch?v=39XR4EXFz5Y,trap,cloud rap,psychedelic,ambient,trap,hip-hop,cloud rap,
Ed Sheeran,Merry Christmas,https://www.last.fm/music/Ed+Sheeran/_/Merry+Christmas,https://www.youtube.com/watch?v=RUQl6YcMalg,pop,electropop,alternative,alternative rnb,2020,pop,indie pop,electropop
Lorde,Ribs,https://www.last.fm/music/Lorde/_/Ribs,https://www.youtube.com/watch?v=aCyGvGEtOwc,rock,pop punk,female vocalists,paramore,alternative,rock,pop punk,alternative
Frank Ocean,Thinkin Bout You,https://www.last.fm/music/Frank+Ocean/_/Thinkin+Bout+You,https://www.youtube.com/watch?v=cpiW5MR9F7k,rnb,soul,r&b,2012,rnb,soul,hip-hop,
Billie Eilish,therefore i am,https://www.last.fm/music/Billie+Eilish/_/therefore+i+am,https://www.youtube.com/watch?v=zJFcr1KyFqE,pop,4,omg,i love this,pop,country,female vocalists,
Kali Uchis,Dead To Me,https://www.last.fm/music/Kali+Uchis/_/Dead+To+Me,https://www.youtube.com/watch?v=uPD0QOGTmMI,rnb,canadian,soul,electropop,rnb,electronic,canadian,
The Weeknd,Die For You,https://www.last.fm/music/The+Weeknd/_/Die+For+You,https://www.youtube.com/watch?v=OcUDK4kAUIw,rnb,indie pop,dream pop,art pop,alternative rnb,neo-soul,rnb,soul
Childish Gambino,3005,https://www.last.fm/music/Childish+Gambino/_/3005,https://www.youtube.com/watch?v=Q_yuO8UNGmY,christmas,acoustic,british,singer-songwriter,,,,
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),https://www.last.fm/music/Taylor+Swift/_/We+Are+Never+Ever+Getting+Back+Together+(Taylor%27s+Version),https://www.youtube.com/watch?v=Qp-O4eIUgf0,hip-hop,kanye west,pop rap,rap,rnb,hip-hop,rap,hip hop
Kanye West,Believe What I Say,https://www.last.fm/music/Kanye+West/_/Believe+What+I+Say,https://www.youtube.com/watch?v=ah-U9ECRZog,christmas,rb,pop,pop,rnb,female vocalists,,
Post Malone,Circles,https://www.last.fm/music/Post+Malone/_/Circles,https://www.youtube.com/watch?v=tG35R8F2j8k,hip hop,rap,hip-hop,pop,hip-hop,rap,hip hop,
Hozier,Take Me to Church,https://www.last.fm/music/Hozier/_/Take+Me+to+Church,https://www.youtube.com/watch?v=MYSVMgRr6pw,indie,soul,kick,favorite track right now,blues,indie,soul,
Mariah Carey,Christmas (Baby Please Come Home),https://www.last.fm/music/Mariah+Carey/_/Christmas+(Baby+Please+Come+Home),https://www.youtube.com/watch?v=rkRdgFvuiYk,rnb,alternative,hip house,pop rap,solange,hip-hop,rap,ofwgkta
"Tyler, the Creator",I THINK,"https://www.last.fm/music/Tyler,+the+Creator/_/I+THINK",https://www.youtube.com/watch?v=FhPLQVlUiNQ,pop,synthpop,taylor swift,female vocalist,pop,country,female vocalists,
Taylor Swift,Getaway Car,https://www.last.fm/music/Taylor+Swift/_/Getaway+Car,https://www.youtube.com/watch?v=wXhTHyIgQ_U,indie pop,pop,2010s,2019,post malone,hip-hop,rap,trap
Playboi Carti,Magnolia,https://www.last.fm/music/Playboi+Carti/_/Magnolia,https://www.youtube.com/watch?v=AqRXiQkyxvI,indie pop,acoustic,melancholy,sad,resentment,pop,pop rock,indie pop
Playboi Carti,R.I.P.,https://www.last.fm/music/Playboi+Carti/_/R.I.P.,https://www.youtube.com/watch?v=L53gjP-TtGE,hip-hop,rap,hip hop,kanye west,hip-hop,rap,hip hop,
Olivia Rodrigo,enough for you,https://www.last.fm/music/Olivia+Rodrigo/_/enough+for+you,https://www.youtube.com/watch?v=oCveByMXd_0,trap,southern hip hop,trap,hip-hop,cloud rap,,,
Playboi Carti,Rockstar Made,https://www.last.fm/music/Playboi+Carti/_/Rockstar+Made,https://www.youtube.com/watch?v=EwdsnGfrd-k,punk,rock,experimental hip hop,hardcore hip hop,pop rap,trap,hip-hop,cloud rap
Kanye West,Power,https://www.last.fm/music/Kanye+West/_/Power,https://www.youtube.com/watch?v=L53gjP-TtGE,hip-hop,rap,hip hop,kanye west,hip-hop,rap,hip hop,
Kid Cudi,Mr. Rager,https://www.last.fm/music/Kid+Cudi/_/Mr.+Rager,https://www.youtube.com/watch?v=06r35x1nvo0,alternative,hip-hop,amazing,kid cudi,hip-hop,rap,hip hop,
Gotye,Somebody That I Used To Know,https://www.last.fm/music/Gotye/_/Somebody+That+I+Used+To+Know,https://www.youtube.com/watch?v=8UVNT4wvIGY,indie,alternative,electronic,australian,love at first listen,indie,electronic,alternative
Billie Eilish,bad guy,https://www.last.fm/music/Billie+Eilish/_/bad+guy,https://www.youtube.com/watch?v=DyDfgMOUjCI,electropop,pop,dance-pop,indie pop,pop,indie pop,electropop,
Mac DeMarco,Chamber of Reflection,https://www.last.fm/music/Mac+DeMarco/_/Chamber+of+Reflection,https://www.youtube.com/watch?v=NY8IS0ssnXQ,synthpop,lo-fi,indie,jizz jazz,lo-fi,indie,post-punk,
Lana Del Rey,Dealer,https://www.last.fm/music/Lana+Del+Rey/_/Dealer,https://www.youtube.com/watch?v=Vn86aScbzKk,rock,miles kane,indie,soft rock,indie,female vocalists,pop,
Cigarettes After Sex,Apocalypse,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,https://www.youtube.com/watch?v=sElE_BfQ67s,dream pop,dream pop,shoegaze,slowcore,,,,
Wallows,Are You Bored Yet? (feat. Clairo),https://www.last.fm/music/Wallows/_/Are+You+Bored+Yet%3F+(feat.+Clairo),https://www.youtube.com/watch?v=wIgmyE5Juzw,indie,alternative,rock,indie pop,indie rock,indie,rock,indie rock
Olivia Rodrigo,"1 step forward, 3 steps back","https://www.last.fm/music/Olivia+Rodrigo/_/1+step+forward,+3+steps+back",https://www.youtube.com/watch?v=w-HfMiue7-k,pop,love,indie pop,piano,new year's day,pop,pop rock,indie pop
Tears for Fears,Everybody Wants to Rule the World,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World,https://www.youtube.com/watch?v=aGCdLKXNF3w,80s,new wave,pop,tears for fears,new wave,80s,pop,
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),https://www.last.fm/music/Justin+Bieber/_/Peaches+(feat.+Daniel+Caesar+&+Giveon),https://www.youtube.com/watch?v=tQ0yjYUFKAE,rnb,hip-hop,party,song of the year,pop,rnb,justin bieber,
Harry Styles,Golden,https://www.last.fm/music/Harry+Styles/_/Golden,https://www.youtube.com/watch?v=P3cffdsEXXw,indie pop,soft rock,pop,louis tomlinson,rock,pop,alternative,
Måneskin,I WANNA BE YOUR SLAVE,https://www.last.fm/music/M%C3%A5neskin/_/I+WANNA+BE+YOUR+SLAVE,https://www.youtube.com/watch?v=yOb9Xaug35M,rock,glam rock,italian,pop,rock,glam rock,italian,
Arctic Monkeys,I Wanna Be Yours,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,https://www.youtube.com/watch?v=fJLQCf4mFP0,indie rock,alternative,indie,british,indie rock,indie,british,
Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),https://www.last.fm/music/Taylor+Swift/_/I+Bet+You+Think+About+Me+(feat.+Chris+Stapleton)+(Taylor%E2%80%99s+Version)+(From+The+Vault),https://www.youtube.com/watch?v=5UMCrq-bBCg,country,pop,folk pop,pop,country,female vocalists,,
Arctic Monkeys,R U Mine?,https://www.last.fm/music/Arctic+Monkeys/_/R+U+Mine%3F,https://www.youtube.com/watch?v=VQH8ZTgna3Q,indie rock,british,indie,rock,indie rock,indie,british,
Playboi Carti,ILoveUIHateU,https://www.last.fm/music/Playboi+Carti/_/ILoveUIHateU,https://www.youtube.com/watch?v=pZ6oeHV28b0,southern hip hop,rap,rnb,beautiful,trap,hip-hop,cloud rap,
"Tyler, the Creator",CORSO,"https://www.last.fm/music/Tyler,+the+Creator/_/CORSO",https://www.youtube.com/watch?v=Lqvwm3zAILI,hip hop,synth funk,hip-hop,rap,hip-hop,rap,ofwgkta,
Paramore,Still into You,https://www.last.fm/music/Paramore/_/Still+into+You,https://www.youtube.com/watch?v=OblL026SvD4,rock,pop,2013,kick,pop rock,rock,pop punk,alternative
Kendrick Lamar,Alright,https://www.last.fm/music/Kendrick+Lamar/_/Alright,https://www.youtube.com/watch?v=Z-48u_uWMHY,hip-hop,2015,jazz rap,west coast hip hop,conscious hip hop,hip-hop,rap,hip hop
Nirvana,Come as You Are,https://www.last.fm/music/Nirvana/_/Come+as+You+Are,https://www.youtube.com/watch?v=vabnZ9-ex7o,grunge,rock,90s,alternative,nirvana,grunge,rock,alternative
My Chemical Romance,Teenagers,https://www.last.fm/music/My+Chemical+Romance/_/Teenagers,https://www.youtube.com/watch?v=k6EQAOmJrbw,rock,punk rock,alternative,emo,my chemical romance,rock,alternative,punk rock
Drake,Way 2 Sexy (with Future & Young Thug),https://www.last.fm/music/Drake/_/Way+2+Sexy+(with+Future+&+Young+Thug),https://www.youtube.com/watch?v=vX9msKu75qs,rap,sexy,hip-hop,hip hop,drake,hip-hop,rap,rnb
Kendrick Lamar,DNA.,https://www.last.fm/music/Kendrick+Lamar/_/DNA.,https://www.youtube.com/watch?v=NLZRYQMLDW4,rap,hip-hop,hip-hop,rap,hip hop,,,
Charli XCX,Good Ones,https://www.last.fm/music/Charli+XCX/_/Good+Ones,https://www.youtube.com/watch?v=kjAuUXdSFaM,electropop,pop perfection,pop,song of the year,pop,synthpop,electronic,
Drake,Knife Talk (with 21 Savage ft. Project Pat),https://www.last.fm/music/Drake/_/Knife+Talk+(with+21+Savage+ft.+Project+Pat),https://www.youtube.com/watch?v=3HFY0xuHybk,trap,rap,hip-hop,hip hop,hip-hop,rap,rnb,
Taylor Swift,mY tEArS rICOchEt,https://www.last.fm/music/Taylor+Swift/_/mY+tEArS+rICOchEt,https://www.youtube.com/watch?v=OWbDJFtHl3w,indie pop,folk,sad,indie,pop,country,female vocalists,
Juice WRLD,Lucid Dreams,https://www.last.fm/music/Juice+WRLD/_/Lucid+Dreams,https://www.youtube.com/watch?v=mzB1VGEGcSU,hip hop,trap,hip-hop,rap,emo rap,hip-hop,rap,emo rap
Taylor Swift,Love Story (Taylor’s Version),https://www.last.fm/music/Taylor+Swift/_/Love+Story+(Taylor%E2%80%99s+Version),https://www.youtube.com/watch?v=aXzVF3XeS8M,classic,fearless (taylor's version),songs people can identify with,raised a generation,pop,country,female vocalists,
Elton John,Step Into Christmas,https://www.last.fm/music/Elton+John/_/Step+Into+Christmas,https://www.youtube.com/watch?v=IbRtGMm96F8,christmas,pop,xmas,pop,classic rock,rock,,
Frank Ocean,Nikes,https://www.last.fm/music/Frank+Ocean/_/Nikes,https://www.youtube.com/watch?v=fahxSXoXlsA,rnb,awesome,ambient pop,<3,rnb,soul,hip-hop,
Doja Cat,I Don't Do Drugs (feat. Ariana Grande),https://www.last.fm/music/Doja+Cat/_/I+Don%27t+Do+Drugs+(feat.+Ariana+Grande),https://www.youtube.com/watch?v=OjHAOvR8kps,rnb,pop rap,trap,queens,record of the year,pop,rnb,rap
"Tyler, the Creator",HOT WIND BLOWS (feat. Lil Wayne),"https://www.last.fm/music/Tyler,+the+Creator/_/HOT+WIND+BLOWS+(feat.+Lil+Wayne)",https://www.youtube.com/watch?v=fwGs72ihIeI,jazz rap,jazz,rap,hip hop,hip-hop,rap,ofwgkta,
